2012A1TS0640H,2012,334
2010A4TS0896P,2010,291
2014A1PS0212P,2014,380
2016B4PS0527P,2016,446
2013AAPS0203P,2013,356
2005B4PS0376H,2005,136
2011B2TS0111P,2011,323
2011B2PS0328H,2011,311
2007A1PS0934H,2007,181
2019A4PS0625G,2019,533
2012AATS0647H,2012,334
2020A8PS0467H,2020,586
2013A7TS0714H,2013,353
2005B1PS0180H,2005,133
2007B2TS0237H,2007,198
2020A4PS0309P,2020,570
2021A1PS0333G,2021,619
2019B4PS0663G,2019,518
2007B4PS0594P,2007,189
2004B4PS0726P,2004,119
2008B4PS0383G,2008,246
2004B4PS0638P,2004,120
2020A7TS0900H,2020,582
2013B2TS0087P,2013,353
2020A7PS0755P,2020,550
2011A3PS0605H,2011,317
2005A1PS0937P,2005,134
2010B4TS0773G,2010,278
2024A8PS0747P,2024,804
2022B5PS0228P,2022,651
2008B1PS0233P,2008,238
2008B4PS0929G,2008,234
2015A7PS0523H,2015,404
2023B4TS0686H,2023,734
2015A8TS0133G,2015,401
2023B1PS0074G,2023,739
2009B2TS0973P,2009,264
2020A1PS0506P,2020,588
2017A8PS0320H,2017,459
2010A4TS0039P,2010,285
2023B3TS0264H,2023,749
2004B3PS0963H,2004,113
2024B1PS0133H,2024,798
2020A4TS0578G,2020,556
2010B3PS0413P,2010,291
2009B2PS0208H,2009,260
2021B2TS0738G,2021,614
2020B5TS0826H,2020,551
2012A1TS0579P,2012,334
2008B3PS0501G,2008,237
2006AATS0801G,2006,162
2023B1PS0609P,2023,737
2008B3TS0394G,2008,233
2006A3TS0305H,2006,168
2014B5PS0911G,2014,397
2024B4TS0325G,2024,771
2010B3TS0922H,2010,287
2008A4PS0767P,2008,238
2006B3TS0286G,2006,162
2010B2TS0010P,2010,294
2011A3PS0679H,2011,323
2015AAPS0428H,2015,421
2023AATS0173P,2023,702
2021B5TS0506P,2021,616
2021B4PS0302P,2021,608
2010A8TS0339P,2010,289
2023A7PS0732P,2023,723
2016B4TS0149P,2016,446
2016B5TS0184P,2016,440
2022AATS0055G,2022,686
2024B2PS0368P,2024,820
2015B3TS0711H,2015,413
2015B5TS0823G,2015,412
2013A4PS0077H,2013,365
2020A4PS0108P,2020,567
2006B1TS0171H,2006,154
2020B1TS0639P,2020,591
2014B1TS0224P,2014,394
2019B1PS0852P,2019,505
2004A4TS0019H,2004,119
2013A3TS0805P,2013,370
2006A4PS0196H,2006,150
2005A1PS0798G,2005,142
2016AATS0844H,2016,425
2014AAPS0774P,2014,384
2006B5PS0299G,2006,153
2016A4PS0902P,2016,432
2010AATS0033G,2010,297
2010B2PS0197P,2010,276
2012A7TS0096H,2012,339
2021B4PS0323P,2021,642
2024B5PS0219H,2024,819
2008B3TS0494H,2008,239
2020A4TS0280H,2020,575
2011B4TS0401P,2011,303
2017B1TS0394H,2017,453
2020B1TS0231P,2020,581
2011A4TS0075P,2011,318
2020A7PS0665P,2020,557
2014B5TS0973G,2014,398
2011AAPS0116G,2011,309
2024B3PS0825P,2024,821
2005A3TS0183P,2005,140
2008AAPS0616G,2008,245
2013B4PS0976P,2013,361
2010A1TS0090G,2010,285
2022A1PS0714H,2022,651
2022A7TS0798G,2022,654
2018A1TS0724G,2018,479
