2018B4PS0470G,2018,486
2011A4PS0851G,2011,322
2014A4TS0763G,2014,389
2024A1TS0274G,2024,802
2021B4PS0486H,2021,615
2024A4TS0052G,2024,825
2016A3TS0541P,2016,428
2009B2TS0272P,2009,265
2021A8PS0235P,2021,635
2017B2TS0495G,2017,470
2011B3PS0893P,2011,303
2019B1TS0383P,2019,518
2019B2TS0570H,2019,528
2007B2TS0741P,2007,196
2010B4PS0555P,2010,298
2008B4TS0134P,2008,247
2024A4PS0061G,2024,838
2006A4TS0661P,2006,154
2012B5TS0551G,2012,347
2023B5PS0567P,2023,744
2018AATS0922G,2018,487
2009B1PS0497H,2009,267
2010AATS0037H,2010,276
2005B4TS0351H,2005,140
2014B5PS0841G,2014,388
2024B4TS0544G,2024,752
2015A7PS0827G,2015,415
2010A1PS0736G,2010,299
2006A7PS0537H,2006,161
2013A1TS0175H,2013,364
2013B4TS0744P,2013,358
2012A1TS0814H,2012,348
2014A7PS0550H,2014,391
2015A7PS0694G,2015,412
2018B1PS0972P,2018,488
2018AAPS0682G,2018,499
2020A1TS0420P,2020,584
2012B3TS0195P,2012,333
2017A7TS0039H,2017,452
2005B5PS0546P,2005,131
2007A1TS0054P,2007,180
2006B5TS0567P,2006,162
2016B5TS0024H,2016,438
2014B4TS0949P,2014,382
2016B5PS0179P,2016,444
2012AAPS0398G,2012,339
2019A4TS0395G,2019,518
2014B5PS0221G,2014,384
2020A1PS0277H,2020,555
2011A7TS0476G,2011,302
2008A7TS0291H,2008,225
2013B3PS0992H,2013,357
2007B1TS0803H,2007,179
2007A7TS0157P,2007,193
2011A4TS0950H,2011,305
2006A4PS0098G,2006,165
2005A3TS0472G,2005,144
2009B4TS0948H,2009,273
2012AATS0041H,2012,347
2016A7PS0782P,2016,444
2012AATS0225G,2012,329
2011A1TS0117H,2011,317
2009B1TS0433G,2009,255
2008A7PS0598G,2008,244
2011A7TS0796H,2011,304
2010B5PS0528G,2010,278
2013A1TS0630H,2013,354
2011A8PS0936P,2011,305
2006A4PS0502G,2006,162
2023A4PS0641H,2023,736
2010B5PS0987P,2010,278
2014B4TS0169P,2014,384
2024B5PS0785P,2024,829
2006B1PS0225G,2006,167
2004B3PS0831H,2004,122
2015A3PS0923P,2015,411
2005B3TS0435G,2005,147
2017AAPS0318P,2017,473
2021A4TS0364H,2021,620
2012B3PS0819G,2012,325
2017A4TS0661G,2017,456
2009AATS0443P,2009,272
2023A3PS0985P,2023,725
2007B3PS0897H,2007,183
2018B2TS0721H,2018,491
2005A4TS0424P,2005,130
2012B4TS0033P,2012,332
2019AATS0328G,2019,521
2006B4TS0662P,2006,170
2006B5PS0963G,2006,164
2014AATS0262P,2014,380
2008B1PS0223P,2008,241
2024AATS0378G,2024,813
2004A8TS0351H,2004,118
2013A4TS0216G,2013,367
2022A4PS0578H,2022,663
2014A8PS0555P,2014,394
2022B5PS0283H,2022,687
2024A8PS0609G,2024,790
2016B1TS0001G,2016,448
2015A3TS0146H,2015,403
2006B1PS0242H,2006,150
2015A4PS0695H,2015,403
2017A7PS0980H,2017,458
2012A1TS0534G,2012,335
2017B3PS0559P,2017,450
2020A3TS0905H,2020,561
2005A4TS0886G,2005,142
2006B3PS0564G,2006,167
2016A1TS0036H,2016,432
2013A4TS0981G,2013,351
2011B4PS0303H,2011,318
2009B1PS0188G,2009,257
2005A8PS0051H,2005,127
2021B4PS0532H,2021,611
2013A3TS0785H,2013,361
2020B1TS0747P,2020,579
2022B4PS0861G,2022,656
2014A1PS0965H,2014,390
2011B1TS0052P,2011,322
2017AAPS0566G,2017,472
2012B1TS0468H,2012,340
2007A7TS0605G,2007,188
2024A7PS0798H,2024,802
2021A7TS0585G,2021,604
2024A3PS0385P,2024,760
2016B2TS0650P,2016,442
2013A3PS0519G,2013,361
2023B4PS0035P,2023,710
2019B3TS0694P,2019,520
2017A8PS0316G,2017,470
2012B3PS0644G,2012,342
2019A7TS0729P,2019,527
2012A3TS0722P,2012,335
2019A1PS0628P,2019,527
2024A1TS0933P,2024,835
2018B4PS0795G,2018,493
2008AAPS0923H,2008,230
2012AAPS0499G,2012,335
2005AATS0468P,2005,136
2009B1TS0326G,2009,272
2019A7TS0641H,2019,513
2017A3TS0973G,2017,454
2009B1PS0878P,2009,273
2023A1PS0311G,2023,731
2007AAPS0376P,2007,178
2018A7TS0899P,2018,476
2017A4TS0980G,2017,450
2006B4TS0377G,2006,174
2024AAPS0527H,2024,780
2020B1PS0407G,2020,586
2009A7TS0810G,2009,263
2018B1TS0311H,2018,485
2024B2TS0255H,2024,823
2021A7PS0510H,2021,617
2024AATS0998G,2024,842
2004A3TS0590P,2004,122
2006A1TS0350P,2006,158
2012A7TS0166P,2012,328
2007B5PS0283G,2007,176
2006B4TS0228G,2006,168
