2017B3PS0091H,2017,463
2019B2PS0228G,2019,540
2005A7TS0234P,2005,134
2004B3PS0956H,2004,110
2005A3PS0252G,2005,148
2016B3TS0157G,2016,438
2024B3PS0153P,2024,848
2008A8PS0592G,2008,229
2017A7TS0798H,2017,462
2021A8PS0883G,2021,600
2023A1PS0003P,2023,732
2004B5TS0810G,2004,109
2013B5TS0384P,2013,364
2005A3PS0736P,2005,125
2014A1PS0309H,2014,382
2022A4PS0965G,2022,672
2004AATS0350H,2004,116
2014A4PS0870G,2014,385
2023A3PS0695H,2023,706
2023A1TS0873P,2023,740
2006A3TS0466P,2006,172
2022B1PS0649G,2022,653
2024A8PS0553H,2024,774
2019A1TS0036H,2019,545
2018B1PS0452P,2018,478
2004A8TS0297H,2004,117
2018A8TS0018G,2018,479
2014A4PS0067P,2014,384
2013A7TS0493P,2013,352
2014B4PS0889G,2014,392
2006A3PS0521H,2006,157
2021AATS0965G,2021,620
2004B1TS0998G,2004,105
2004A4TS0915G,2004,108
2020B1TS0342G,2020,577
2004A8TS0699G,2004,118
2022A3PS0390G,2022,652
2006B5TS0298H,2006,162
2013A8TS0346H,2013,360
2013B4TS0894P,2013,374
2014A1TS0192G,2014,376
2016A4TS0677G,2016,432
2017AATS0246H,2017,453
2024A3PS0576G,2024,833
2020AAPS0879P,2020,566
2004A1PS0881G,2004,103
2008A3TS0424P,2008,249
2024A4PS0765H,2024,835
2022A7PS0676G,2022,660
2020B5TS0356H,2020,593
2023B5PS0457G,2023,740
2018A7TS0586P,2018,484
2011A8TS0527P,2011,322
2024B3TS0305H,2024,752
2006A8PS0596H,2006,170
2009B1TS0648P,2009,265
2015B5PS0139G,2015,418
2024A1PS0556G,2024,804
2020B5TS0763P,2020,589
2019B1PS0575G,2019,528
2018B3PS0582H,2018,479
2008A8PS0607G,2008,236
2017B4PS0082P,2017,467
2014A7PS0381P,2014,392
2016A4TS0070P,2016,446
2010B4TS0502P,2010,289
2006A3TS0646P,2006,171
2017B5TS0856H,2017,466
2019A8PS0161P,2019,515
2011A7TS0191P,2011,311
2009A8TS0836H,2009,254
2009B2TS0589G,2009,273
2009B1PS0756G,2009,269
2013B3TS0054G,2013,371
2010B4PS0441H,2010,287
2016B4PS0547P,2016,443
2007A3PS0121G,2007,199
2009A7PS0187G,2009,267
2021A1PS0936H,2021,630
2004B1PS0170P,2004,101
2006A8TS0221G,2006,174
2014B2TS0950P,2014,385
2006B5PS0066G,2006,159
2020B4PS0121H,2020,561
2021A8TS0347G,2021,610
2022AAPS0846G,2022,661
2007A1TS0261P,2007,188
2005A1PS0160P,2005,139
2021A1PS0711H,2021,607
2018A4PS0113P,2018,489
2008A3TS0578P,2008,230
2009A3PS0394H,2009,260
2011A4TS0915H,2011,303
2022B1PS0127G,2022,699
2019A8TS0645H,2019,529
2007B1TS0313G,2007,182
2009B4PS0592H,2009,257
2004A1TS0901P,2004,110
2009A4TS0567G,2009,274
2006B4PS0969H,2006,157
2017A1PS0102P,2017,467
2005B3PS0570G,2005,144
2012A7TS0420P,2012,335
2024B4PS0665H,2024,828
2004AAPS0303P,2004,122
2022A3PS0869P,2022,689
2023A1TS0397G,2023,741
2005B3PS0836P,2005,129
2020B2PS0241H,2020,575
2006B4PS0851H,2006,167
2023AAPS0455P,2023,705
2006B5TS0549P,2006,160
2023A3PS0891P,2023,707
2024A4PS0462P,2024,806
2011A3TS0844G,2011,310
2018B1TS0020G,2018,492
2018B5TS0901P,2018,485
2010A8TS0038H,2010,295
2022B2PS0900H,2022,660
2017A1PS0253G,2017,453
2024A3TS0216P,2024,844
2021B3TS0503H,2021,616
2012A7TS0439H,2012,334
2014AAPS0508G,2014,385
