2018A1TS0900P,2018,491
2021B5PS0033H,2021,630
2021A3TS0374H,2021,619
2018B4PS0873H,2018,491
2009B2PS0875G,2009,274
2017B5PS0636H,2017,467
2012B5TS0792P,2012,335
2021B1TS0518P,2021,615
2010A3TS0721G,2010,294
2018A3PS0210G,2018,494
2006A4TS0793H,2006,163
2024A8PS0020P,2024,768
2009A3PS0976H,2009,265
2004B5TS0150G,2004,103
2012A4PS0316P,2012,330
2024A1PS0638P,2024,848
2019A3TS0296H,2019,500
2011A7PS0503H,2011,322
2016A1PS0774H,2016,437
2013A7TS0181H,2013,369
2014A3TS0656H,2014,375
2007A3TS0932G,2007,177
2022A8TS0762H,2022,652
2005A3PS0228P,2005,131
2022A8TS0314H,2022,651
2021B2PS0191G,2021,643
2010A3PS0251H,2010,286
2020A7PS0244H,2020,586
2013A3PS0141G,2013,367
2024A8TS0607P,2024,755
2018A4TS0556H,2018,482
2020B4TS0595H,2020,566
2007AATS0426P,2007,181
2011AAPS0453P,2011,310
2005A3PS0578P,2005,145
2020B2PS0595H,2020,581
2020B2TS0326G,2020,598
2010A8PS0284H,2010,287
2021A3PS0785P,2021,644
2022A8PS0728G,2022,686
2021B5TS0929H,2021,634
2023AAPS0686H,2023,714
2023A3TS0906H,2023,704
2010AAPS0404G,2010,289
2022B4TS0004G,2022,672
2018A7PS0662G,2018,489
2005B5PS0143P,2005,147
2017A8PS0384G,2017,453
2022A3PS0908P,2022,687
2016AAPS0064G,2016,443
2009B2PS0985G,2009,250
2015B1PS0407H,2015,413
2024A1TS0643H,2024,843
2007A3TS0951H,2007,188
2010A1TS0431G,2010,278
2012B5PS0036H,2012,332
2008B3TS0884P,2008,232
2004B5TS0334P,2004,114
2009B2PS0702G,2009,263
2012A1PS0559G,2012,332
2018A7PS0229G,2018,482
2014A3TS0249G,2014,397
2024A7TS0300P,2024,763
2011A7TS0105P,2011,306
2008A1TS0931P,2008,249
2011A3PS0710H,2011,311
2012A4TS0707G,2012,330
2022B3TS0498G,2022,676
2023A8PS0489G,2023,717
2015AAPS0282G,2015,413
2012AAPS0217P,2012,333
2022A3PS0925P,2022,664
2016A8TS0537G,2016,439
2019A3TS0007H,2019,545
